task_name,category,max_rank_change,mean_rank_change,models_moved_2plus,spearman_with_baseline
auction_mechanism_second_price_obs_learning,observational,0.0,0.0,0,1.0
titration_curve_diprotic_obs_learning,observational,0.0,0.0,0,1.0
finite_state_transducer_obs_learning,observational,0.0,0.0,0,1.0
lfu_cache_eviction_obs_learning,observational,0.0,0.0,0,1.0
voronoi_custom_metric_obs_learning,observational,0.0,0.0,0,1.0
arithmetic_next_rf_learning,rl,0.0,0.0,0,1.0
threlkav_scope_ergativity_lang_learning,language,0.0,0.0,0,1.0
collatz_length_rf_learning,rl,0.0,0.0,0,1.0
cyclic_distance_rf_learning,rl,0.0,0.0,0,1.0
wukal_tones_lang_learning,language,0.0,0.0,0,1.0
hidden_graph_centrality_obs_learning,observational,0.0,0.0,0,1.0
cubic_eval_rf_learning,rl,0.0,0.0,0,1.0
interleave_reverse_concept_learning,concept,0.0,0.0,0,1.0
