category,task_name,mean_score,std_score,discrimination_r,discrimination_p,d_index_27pct,n_models,classification
concept,digit_cipher_concept_learning,0.21142857142857144,0.3504865422901864,0.645644889019595,0.012630969991475859,0.5333333333333333,14,excellent_discrimination
concept,disjunctive_noise_concept_learning,0.4092857142857143,0.19186916247850794,0.622540751838486,0.017418682680455405,0.5183333333333333,14,excellent_discrimination
concept,dual_recurrence_concept_learning,0.19571428571428576,0.1626878819665912,-0.39429980713798884,0.16299063985202888,-0.07333333333333335,14,negative_discrimination
concept,encoded_triple_concept_learning,0.5357142857142857,0.3307056559349219,0.9105458723169142,6.086289334250977e-06,0.7979166666666666,14,excellent_discrimination
concept,grid_transform_concept_learning,0.24285714285714285,0.4083315979416129,0.735514500370313,0.002717529692278082,0.5333333333333333,14,excellent_discrimination
concept,hapax_prime_concept_learning,0.31000000000000005,0.1186832519175064,-0.2628481219349575,0.36392803732936485,-0.023333333333333373,14,negative_discrimination
concept,interleave_reverse_concept_learning,0.2857142857142857,0.45175395145262565,0.9199454931695983,3.1923640847733553e-06,1.0,14,excellent_discrimination
concept,layered_transform_concept_learning,0.20758928571428573,0.3976505959914394,0.8343893095033458,0.00020639170296437318,0.96875,14,excellent_discrimination
concept,modular_subsequence_concept_learning,0.11785714285714285,0.09828374167455682,0.08614784336460429,0.7696540740374251,0.04999999999999999,14,poor_discrimination
concept,nested_logic_concept_learning,0.5653571428571429,0.20937376256107065,0.5496975047542361,0.0417162854919667,0.17666666666666664,14,excellent_discrimination
concept,positional_encode_concept_learning,0.31714285714285717,0.26437064272474337,0.6708927024095767,0.008627329949170344,0.3466666666666666,14,excellent_discrimination
concept,positional_mapping_concept_learning,0.576948051948052,0.34505472542071663,0.7997214923119694,0.0005959850092080766,0.7545454545454545,14,excellent_discrimination
concept,relational_pairs_concept_learning,0.5778571428571428,0.11601592079344548,0.5563183172220186,0.03882693036008233,0.18,14,excellent_discrimination
concept,semantic_override_concept_learning,0.5758928571428571,0.30747619992514563,0.022000608336220584,0.9404916825851234,0.1916666666666667,14,poor_discrimination
concept,state_machine_concept_learning,0.46558441558441555,0.2119908602045255,0.765137367732333,0.001429427580306694,0.33181818181818173,14,excellent_discrimination
concept,triple_parity_concept_learning,0.3271428571428571,0.2047447390368439,0.4391971732091731,0.1161354580449509,0.19999999999999996,14,good_discrimination
concept,violation_counter_concept_learning,0.1682142857142857,0.2099371261563221,0.28997335688918946,0.31458443731685315,0.175,14,fair_discrimination
concept,vowel_rotation_concept_learning,0.21275510204081632,0.3505428793847912,0.9481725277338786,2.501053989312132e-07,0.8333333333333334,14,excellent_discrimination
language,dimval_metathesis_lang_learning,0.357967032967033,0.27567432228036504,0.8671133452698083,5.9344998946920896e-05,0.7333333333333334,14,excellent_discrimination
language,drafnelt_switch_reference_lang_learning,0.8669642857142856,0.22137996298266038,0.7628734224256378,0.001506056354998071,0.5208333333333333,14,excellent_discrimination
language,dralven_tone_sandhi_lang_learning,0.3257653061224491,0.07289538026496153,0.1686567695711948,0.5643616631768493,0.04166666666666663,14,fair_discrimination
language,drelkovak_harmony_lang_learning,0.505,0.2890810563541948,0.7025861322471123,0.00507643563137959,0.5766666666666665,14,excellent_discrimination
language,drelvak_reduplication_lang_learning,0.4122448979591836,0.15126841192005241,0.5170731432650089,0.05829955505837019,0.24404761904761896,14,excellent_discrimination
language,grelkan_suppletion_lang_learning,0.34500000000000003,0.15660459763365825,0.22757670028044039,0.43393484343274946,0.07333333333333336,14,fair_discrimination
language,gwelthar_mirative_evidential_tone_lang_learning,0.47472527472527476,0.22818013844911894,0.6194186623567044,0.018158544070696885,0.426923076923077,14,excellent_discrimination
language,kelstran_tone_lang_learning,0.38500000000000006,0.31068472765811966,0.8915295876079241,1.8544241807263514e-05,0.7300000000000002,14,excellent_discrimination
language,kophar_quantity_lang_learning,0.6127551020408164,0.150785807853599,0.36996887380945864,0.19290775772435026,0.14047619047619042,14,good_discrimination
language,mixed_radix_number_lang_learning,0.23344155844155842,0.2520787668010763,0.32621308138462135,0.255008995839023,0.10909090909090907,14,good_discrimination
language,norkvash_scalar_lang_learning,0.46571428571428575,0.25435392343611873,0.5508954190270284,0.04118218222770999,0.3933333333333334,14,excellent_discrimination
language,pelvan_agreement_lang_learning,0.17759740259740261,0.17416917204006357,0.7951120394047115,0.0006758839508756467,0.3863636363636364,14,excellent_discrimination
language,prentova_allomorphy_wugtest_lang_learning,0.5058673469387756,0.20046232616316095,0.5375657158460523,0.04741534602743559,0.3357142857142857,14,excellent_discrimination
language,skelth_allomorph_lang_learning,0.6920918367346938,0.28575630613011477,0.5173332240866653,0.05815108381530266,0.3821428571428571,14,excellent_discrimination
language,sklonveth_root_pattern_lang_learning,0.3862244897959184,0.12248086319596824,0.6660036893364092,0.009312940958511255,0.2714285714285714,14,excellent_discrimination
language,skolvren_polysynthetic_lang_learning,0.06875,0.15168326374389496,0.42589256297558586,0.12892124239335123,0.1625,14,good_discrimination
language,skovar_deletion_lang_learning,0.47946428571428573,0.3281307701144749,0.7835374557307493,0.0009148286611956382,0.7083333333333333,14,excellent_discrimination
language,strelkov_ergative_lang_learning,0.7547619047619047,0.3174444440475992,0.7743310927213529,0.0011494838150032684,0.7333333333333334,14,excellent_discrimination
language,strevoklan_neg_lang_learning,0.2782142857142857,0.2612238171627182,0.49445520174177005,0.07228318138023689,0.395,14,good_discrimination
language,telvari_evidentiality_lang_learning,0.8363636363636363,0.1700059030852319,0.7578857848518681,0.0016864183547824695,0.38181818181818183,14,excellent_discrimination
language,threlkav_scope_ergativity_lang_learning,0.9259740259740258,0.09802399188630488,0.8053393116464741,0.0005090506626052129,0.23636363636363633,14,excellent_discrimination
language,trenval_bleeding_lang_learning,0.5961538461538461,0.2283943735215418,0.6692845899597484,0.008848383908894829,0.44615384615384607,14,excellent_discrimination
language,trevkovan_gradation_lang_learning,0.5954081632653061,0.2648450664152499,0.716930574708204,0.003906442761100724,0.5404761904761906,14,excellent_discrimination
language,vrelthan_rule_interaction_lang_learning,0.4008928571428572,0.12215186370302522,0.25465120831884963,0.3796193555509574,0.04999999999999999,14,fair_discrimination
language,vrendel_templatic_lang_learning,0.6448051948051948,0.28261751504060173,0.5719854563069622,0.03257906647107397,0.453030303030303,14,excellent_discrimination
language,wukal_tones_lang_learning,0.4775974025974025,0.17841344841824133,0.6355990657348032,0.014569267654874055,0.38636363636363635,14,excellent_discrimination
observational,affine_transform_chain_obs_learning,0.25,0.2672612419124244,0.41594174360330843,0.13908174366160278,0.25,14,good_discrimination
observational,agglutinative_morphology_obs_learning,0.25,0.2834733547569204,0.8076076485086675,0.0004769807202177692,0.5833333333333333,14,excellent_discrimination
observational,arithmetic_entropy_coding_obs_learning,0.5535714285714286,0.3800677973891565,0.7299960736181195,0.003035684727590586,0.9166666666666666,14,excellent_discrimination
observational,auction_mechanism_second_price_obs_learning,0.44642857142857145,0.28627177753359645,0.6525662430205895,0.011415116377506293,0.5,14,excellent_discrimination
observational,chemical_reaction_order_obs_learning,0.16071428571428573,0.27721740529035754,0.5382572126062701,0.04707605971815293,0.25,14,excellent_discrimination
observational,codon_table_translation_obs_learning,0.35714285714285715,0.47915742374995485,0.7603615081131283,0.001594865076664199,1.0,14,excellent_discrimination
observational,custom_gravity_simulation_obs_learning,0.8571428571428571,0.2789374884252377,-0.12630956455787495,0.6669957886606908,-0.08333333333333337,14,negative_discrimination
observational,deceptive_stack_machine_obs_learning,0.42857142857142855,0.49487165930539345,0.7307010262463722,0.0029934823867810954,1.0,14,excellent_discrimination
observational,feistel_cipher_round_obs_learning,0.16071428571428573,0.32192422102357043,0.8395369239761725,0.00017279363742952442,0.5833333333333334,14,excellent_discrimination
observational,finite_state_transducer_obs_learning,0.26785714285714285,0.394881149776714,0.8519777566649387,0.00010953591063231933,1.0,14,excellent_discrimination
observational,flow_network_capacity_obs_learning,0.32142857142857145,0.23957871187497745,0.3872137580780829,0.17136808529025313,0.16666666666666669,14,good_discrimination
observational,grid_parity_path_obs_learning,0.30357142857142855,0.34302451271961687,0.6657892164856277,0.009343951626677342,0.5,14,excellent_discrimination
observational,hidden_attribute_rule_obs_learning,0.6160714285714286,0.12012164327744387,0.2263038453041324,0.4365800182191555,0.04166666666666663,14,fair_discrimination
observational,hidden_damping_physics_obs_learning,0.4107142857142857,0.373295445720837,0.8322732055368474,0.00022165159074939302,0.8333333333333334,14,excellent_discrimination
observational,hidden_graph_centrality_obs_learning,0.14285714285714285,0.34992710611188266,0.6214456707458909,0.01767553538378755,0.3333333333333333,14,excellent_discrimination
observational,hidden_group_operation_obs_learning,0.125,0.26305214040457564,0.66786056253536,0.009047764537986945,0.25,14,excellent_discrimination
observational,hidden_matrix_fill_obs_learning,0.3392857142857143,0.45910571900651576,0.7303167779783617,0.00301642785700749,1.0,14,excellent_discrimination
observational,hidden_modal_logic_kripke2_obs_learning,0.4017857142857143,0.20143775308354422,-0.1269685477822506,0.6653504306716758,-0.08333333333333334,14,negative_discrimination
observational,hidden_modal_logic_kripke_obs_learning,0.42857142857142855,0.25753937681885636,0.29641458817677524,0.3034599575654356,0.125,14,fair_discrimination
observational,hidden_priority_order_obs_learning,0.23214285714285715,0.3834091170282837,0.10560401409657563,0.7193696205456606,0.3333333333333333,14,fair_discrimination
observational,hidden_region_classifier_obs_learning,0.8452380952380952,0.1330992843749875,0.10252713262569996,0.7272574574116024,-0.05555555555555569,14,fair_discrimination
observational,hidden_state_machine_obs_learning,0.21428571428571427,0.26486423168198797,0.6619872111618774,0.00990703180205367,0.33333333333333337,14,excellent_discrimination
observational,hidden_token_filter_obs_learning,0.3392857142857143,0.32192422102357043,0.8754335827683788,4.102551834863027e-05,0.8333333333333334,14,excellent_discrimination
observational,lattice_meet_join_obs_learning,0.21428571428571427,0.3253726278265821,0.9214364567599889,2.8612514535299745e-06,0.75,14,excellent_discrimination
observational,lfu_cache_eviction_obs_learning,0.30357142857142855,0.3014632681452523,0.680306684994336,0.007417587415780919,0.5833333333333334,14,excellent_discrimination
observational,linear_feedback_shift_register_obs_learning,0.19642857142857142,0.315925107374181,0.7130235478473395,0.004201612571897844,0.5833333333333334,14,excellent_discrimination
observational,mealy_machine_output_obs_learning,0.375,0.26305214040457564,0.6788458487267776,0.007596121461230074,0.5833333333333334,14,excellent_discrimination
observational,phonological_alternation_harmony_obs_learning,0.7678571428571429,0.25815771955001715,0.5258143298277598,0.053457319569177666,0.41666666666666663,14,excellent_discrimination
observational,pipeline_hazard_stall_counting_obs_learning,0.21428571428571427,0.351744921492718,0.867272921308855,5.893994744841062e-05,0.75,14,excellent_discrimination
observational,pushdown_automaton_inference_obs_learning,0.8392857142857143,0.17946206466287307,0.3688600437631041,0.19434905282602954,0.16666666666666663,14,good_discrimination
observational,regex_intersection_membership_obs_learning,0.7857142857142857,0.2966651379613598,0.3534170378555544,0.2151354932275057,0.33333333333333337,14,good_discrimination
observational,register_machine_trace_obs_learning,0.125,0.26305214040457564,0.75454717465811,0.0018164402740350253,0.5,14,excellent_discrimination
observational,ring_operations_hidden_carry_obs_learning,0.3392857142857143,0.4392276384374587,0.846613843190366,0.0001339703119003685,1.0,14,excellent_discrimination
observational,shapley_values_cooperative_game_obs_learning,0.21428571428571427,0.41032590332414504,0.8738123423927328,4.417363651024291e-05,1.0,14,excellent_discrimination
observational,sigil_naming_obs_learning,0.25,0.32732683535398854,0.7165246158111283,0.003936331258213153,0.5,14,excellent_discrimination
observational,singleton_gate_local_max_obs_learning,0.21428571428571427,0.18557687223952254,0.5396441924134463,0.04640087144936441,0.25,14,excellent_discrimination
observational,symbolic_glyphpair_scoring_obs_learning,0.08928571428571429,0.15257149545209878,0.169097876650745,0.5633284079863791,0.08333333333333333,14,fair_discrimination
observational,syntax_tree_rewrite_obs_learning,0.5892857142857143,0.27721740529035754,0.7111288076890043,0.004350911219264274,0.5833333333333333,14,excellent_discrimination
observational,titration_curve_diprotic_obs_learning,0.3285714285714287,0.19430672155336345,0.8719623619053751,4.800388128568163e-05,0.3999999999999999,14,excellent_discrimination
observational,two_counter_machine_obs_learning,0.3095238095238095,0.3264597428762402,0.341236760206727,0.23247340968823482,0.49999999999999994,14,good_discrimination
observational,vigenere_variant_cipher_obs_learning,0.03571428571428571,0.12876968840942818,0.7395671281660421,0.0025011235335562054,0.16666666666666666,14,excellent_discrimination
observational,voronoi_custom_metric_obs_learning,0.34523809523809523,0.23114866474937618,-0.05906114371508861,0.8410452533522053,0.1111111111111111,14,negative_discrimination
rl,affine_cipher_word_rf_learning,0.2933428571428571,0.3759895319862846,0.20112569601408484,0.49052197164949246,0.2622666666666667,14,fair_discrimination
rl,arithmetic_next_rf_learning,0.3588428571428571,0.35361093170376984,0.743000459514418,0.002328652400849031,0.8174333333333333,14,excellent_discrimination
rl,base7_decode_rf_learning,0.6651785714285714,0.38475156024666735,0.6538928312317701,0.01119272987463768,0.7479333333333333,14,excellent_discrimination
rl,battleship_1d_rf_learning,0.5908499999999999,0.44345763165315866,0.4194798823732479,0.13540975007880807,0.5740333333333333,14,good_discrimination
rl,battleship_two_ships_rf_learning,0.5948642857142856,0.4300118779209026,0.25661757851449984,0.3758226603840068,0.29063333333333324,14,fair_discrimination
rl,bitstring_hamming_rf_learning,0.23815000000000003,0.26303760119583125,0.5464568648772663,0.04318661624646375,0.34486666666666665,14,excellent_discrimination
rl,chebyshev_point_rf_learning,0.6978928571428573,0.39276706558228947,0.6729425126516428,0.008351777901414996,0.8309666666666666,14,excellent_discrimination
rl,coin_balance_rf_learning,0.8888714285714286,0.20512415205212195,0.6280093624133174,0.016178160954151765,0.29313333333333336,14,excellent_discrimination
rl,collatz_length_rf_learning,0.2804428571428571,0.3833613135603198,0.44657521245751397,0.10943158325480111,0.5946,14,good_discrimination
rl,crt_unique_rf_learning,0.5663142857142858,0.3708006623841034,0.238158368894323,0.41225931348792144,0.022233333333333327,14,fair_discrimination
rl,cubic_eval_rf_learning,0.9043,0.20385810891752273,0.542372348037965,0.0450934489376054,0.37160000000000004,14,excellent_discrimination
rl,cyclic_distance_rf_learning,0.9331999999999999,0.22763681286520546,0.5672848968969973,0.03436900075889725,0.29566666666666663,14,excellent_discrimination
rl,digit_square_error_rf_learning,0.24414285714285713,0.17988750736536002,-0.015736520848734357,0.9574183230686166,-0.005700000000000011,14,negative_discrimination
rl,digitwise_l1_rf_learning,0.21619285714285716,0.21770102849119122,0.5483916763624945,0.042304272948232774,0.27159999999999995,14,excellent_discrimination
rl,divisor_count_rf_learning,0.6594142857142857,0.27136177975205733,0.6953072291940605,0.005766356873627205,0.5094666666666667,14,excellent_discrimination
rl,euler_totient_rf_learning,0.0,0.0,0.0,1.0,0.0,14,all_zero
rl,fib_like_next_rf_learning,0.7698642857142858,0.3025349793403893,0.10258957850552725,0.7270971195548667,0.03750000000000009,14,fair_discrimination
rl,graph_shortest_path_rf_learning,0.7382928571428572,0.26256425462374433,0.46621130624144064,0.09289433806488527,0.2788666666666667,14,good_discrimination
rl,gray_hamming_rf_learning,0.24169285714285713,0.28533560056358126,0.4223256946001668,0.13250385454012303,0.28296666666666664,14,good_discrimination
rl,grid_nav_rf_learning,0.4760785714285714,0.42792985937045375,0.29903056966075836,0.2990076980952247,0.3719666666666667,14,fair_discrimination
rl,grid_octile_rf_learning,0.7048214285714286,0.4351024250163426,0.27206818421559376,0.34670732506869817,0.37749999999999995,14,fair_discrimination
rl,grid_seven_rf_learning,0.022614285714285715,0.03810104717613897,0.3718761502657599,0.19044459906007388,0.03886666666666667,14,good_discrimination
rl,hangman_lite_rf_learning,0.009521428571428571,0.034329998929953566,0.22432298318984353,0.44071252149798024,0.04443333333333333,14,all_zero
rl,hanoi_three_rf_learning,0.08581428571428572,0.21977778991239202,0.25686409205827454,0.37534812997513795,0.2958,14,fair_discrimination
rl,hanoi_two_rf_learning,0.1516357142857143,0.3438638260523298,0.23411381641599352,0.42047745236441725,0.3310666666666667,14,fair_discrimination
rl,hot_cold_rf_learning,0.10122857142857145,0.21453516338011033,0.24064371556532968,0.4072506996329306,0.27240000000000003,14,fair_discrimination
rl,interval_contains_rf_learning,0.13374285714285714,0.2425226844008197,0.11291160570907252,0.7007409743304374,0.2051666666666666,14,fair_discrimination
rl,letter_overlap_word_rf_learning,0.14205714285714285,0.34797395164064826,0.2312030432175896,0.42644310745206543,0.3333333333333333,14,fair_discrimination
rl,levenshtein_words_rf_learning,0.0071428571428571435,0.025753937681885646,0.2243229831898435,0.44071252149798024,0.03333333333333333,14,all_zero
rl,lights_out_2x2_rf_learning,0.0071428571428571435,0.025753937681885646,0.2243229831898435,0.44071252149798024,0.03333333333333333,14,all_zero
rl,linear_equation_rf_learning,0.07142857142857142,0.25753937681885636,0.22432298318984353,0.44071252149798024,0.3333333333333333,14,fair_discrimination
rl,linear_polynomial_rf_learning,0.07142857142857142,0.25753937681885636,0.22432298318984353,0.44071252149798024,0.3333333333333333,14,fair_discrimination
rl,manhattan_point_rf_learning,0.6583071428571428,0.4268814798115777,-0.11723669144128156,0.689787848506668,-0.03333333333333338,14,negative_discrimination
rl,mastermind_aggregate_rf_learning,0.21750000000000005,0.20052386747859074,0.10499850183650808,0.7209198772001484,0.06666666666666671,14,fair_discrimination
rl,mastermind_classic_rf_learning,0.08285714285714287,0.05118992247762548,0.06425754115543095,0.8272439699073342,0.013333333333333329,14,poor_discrimination
rl,minesweeper_1d_rf_learning,0.6167499999999999,0.3794648614449414,-0.08049719404569526,0.7844267033414507,-0.22896666666666665,14,negative_discrimination
rl,nim_heap_rf_learning,0.12142857142857141,0.04315373561998061,-0.1297922552585768,0.658316075231576,-0.03333333333333334,14,negative_discrimination
rl,parity_groups_rf_learning,0.1309357142857143,0.018749765984934205,0.27777624498570375,0.33627644164746373,0.01666666666666665,14,fair_discrimination
rl,perm_fixed_points_rf_learning,0.23704285714285714,0.348129129807329,0.5769249123436777,0.030773681576854145,0.4795333333333333,14,excellent_discrimination
rl,perm_footrule_rf_learning,0.36225,0.45710265141275586,0.5011334191959966,0.06792966285062732,0.6150666666666668,14,excellent_discrimination
rl,product_hotcold_rf_learning,0.6717357142857143,0.3749286686579631,0.3421949601736057,0.23107922869546302,0.24746666666666678,14,good_discrimination
rl,quadratic_root_rf_learning,0.8126714285714286,0.3280914886094414,0.8140992238147271,0.00039407744845904285,0.8112,14,excellent_discrimination
rl,recurrence_second_order_rf_learning,0.6752071428571427,0.3792190988715885,0.6132846783575314,0.019681279934095824,0.5746666666666667,14,excellent_discrimination
rl,rule90_step_rf_learning,0.6986857142857144,0.38603863584795106,0.06655357435301595,0.821160361273946,0.03743333333333332,14,poor_discrimination
rl,shift_cipher_rf_learning,0.6184428571428572,0.36326263563567834,0.16404826914544496,0.5752037084825035,-0.02220000000000011,14,fair_discrimination
rl,sudoku_2x2_rf_learning,0.7638857142857143,0.3912538851603409,0.5978674944965251,0.023934477912467136,0.6674,14,excellent_discrimination
rl,sum_product_xy_rf_learning,0.8183714285714286,0.32372177301894695,0.4681029803251544,0.09139906845369622,0.2666666666666668,14,good_discrimination
rl,verbal_bandit_rf_learning,0.5464857142857144,0.37253466158417076,0.1516476932018409,0.604792185145421,0.07543333333333324,14,fair_discrimination
rl,wordle_micro_rf_learning,0.2550071428571429,0.30361226086734305,0.6636196111696958,0.009662156612819701,0.6344333333333333,14,excellent_discrimination
rl,xor_subset_hamming_rf_learning,0.5529714285714284,0.39665007145300435,0.6741755944739543,0.008189329157913915,0.8333333333333334,14,excellent_discrimination
