category,task_name,mean,std,min,max,median,n_models,n_zero,n_perfect,pct_zero,pct_perfect,entropy,bimodality_coeff,item_discrimination,kw_stat,kw_p,tier_discriminates,mean_small,mean_mid,mean_frontier,flags,n_flags
rl,linear_polynomial_rf_learning,0.07142857142857142,0.25753937681885636,0.0,1.0,0.0,14,13,1,0.9285714285714286,0.07142857142857142,0.37123232664087563,0.9349032345378263,0.22432298318984353,1.3333333333333643,0.5134171190325841,False,0.0,0.16666666666666666,0.0,low_entropy|no_tier_diff|bimodal,3
rl,mastermind_classic_rf_learning,0.08285714285714287,0.05118992247762548,0.04,0.16,0.06,14,0,0,0.0,0.0,0.863120568566631,0.5735494411785337,0.06425754115543095,0.019696969696976974,0.9901998526645148,False,0.08,0.08666666666666667,0.08,no_discrimination|no_tier_diff|bimodal,3
rl,nim_heap_rf_learning,0.12142857142857141,0.04315373561998061,0.0,0.15,0.1375,14,1,0,0.07142857142857142,0.0,0.5916727785823275,0.6992022968404562,-0.1297922552585768,2.960368466152533,0.22759575385518982,False,0.13125,0.1416666666666667,0.08124999999999999,near_uniform|no_discrimination|bimodal,3
rl,digitwise_l1_rf_learning,0.21619285714285716,0.21770102849119122,0.1289,1.0,0.16,14,0,1,0.0,0.07142857142857142,0.37123232664087563,0.9311442701074656,0.5483916763624945,3.2272308259587037,0.19916624261444282,False,0.15075,0.1558,0.372225,low_entropy|no_tier_diff|bimodal,3
rl,minesweeper_1d_rf_learning,0.6167499999999999,0.3794648614449414,0.0,0.9345,0.8286,14,3,0,0.21428571428571427,0.0,1.8423709931771084,0.668365351851977,-0.08049719404569526,0.4451559020044496,0.8004526082352015,False,0.833925,0.5892833333333333,0.44077500000000003,no_discrimination|no_tier_diff|bimodal,3
rl,manhattan_point_rf_learning,0.6583071428571428,0.4268814798115777,0.0,1.0,0.9524,14,1,7,0.07142857142857142,0.5,1.610577243331642,0.5994222910925161,-0.11723669144128156,1.2520938023450583,0.5347013559233459,False,0.5375000000000001,0.7166666666666668,0.691575,no_discrimination|no_tier_diff|bimodal,3
rl,rule90_step_rf_learning,0.6986857142857144,0.38603863584795106,0.0,1.0,0.90435,14,1,4,0.07142857142857142,0.2857142857142857,1.7783283537314114,0.6644738765733949,0.06655357435301595,3.1221910112359574,0.20990599200376117,False,0.5052,0.6549333333333334,0.9578,no_discrimination|no_tier_diff|bimodal,3
rl,cubic_eval_rf_learning,0.9043,0.20385810891752273,0.2,1.0,0.9744,14,0,5,0.0,0.35714285714285715,0.9463729359854419,0.8533347322632451,0.542372348037965,3.276209677419355,0.19434801433118493,False,0.90595,0.8445166666666667,0.992325,no_tier_diff|bimodal|too_easy,3
rl,cyclic_distance_rf_learning,0.9331999999999999,0.22763681286520546,0.113,1.0,1.0,14,0,11,0.0,0.7857142857142857,0.37123232664087563,0.9332191402416725,0.5672848968969973,8.75,0.012588142242433998,True,0.7662,1.0,1.0,low_entropy|bimodal|too_easy,3
associative,cumulative_state_rewrite_assoc_learning,0.26373626373626374,0.29568404499063106,0.0,1.0,0.14285714285714285,13,3,1,0.23076923076923078,0.07692307692307693,2.1416195253341384,0.6212581933941379,0.600450156934132,0.1076923076923083,0.947577876500203,False,0.21428571428571425,0.23809523809523805,0.38095238095238093,no_tier_diff|bimodal,2
associative,glyph_bind_assoc_learning,0.30769230769230776,0.3049881169476771,0.0,1.0,0.2,13,1,2,0.07692307692307693,0.15384615384615385,1.5465935642949382,0.7263625488628807,0.7376363509808511,3.851226993865031,0.14578628997350287,False,0.15000000000000002,0.20000000000000004,0.7333333333333334,no_tier_diff|bimodal,2
associative,blocking_effect_assoc_learning,0.7410714285714286,0.19170455851414184,0.5,1.0,0.75,14,0,3,0.0,0.21428571428571427,2.270942421748537,0.4275739988483046,-0.3661312917923224,0.8878352490421428,0.6415182640250388,False,0.8125,0.6875,0.75,no_discrimination|no_tier_diff,2
associative,latent_set_binding_assoc_learning,0.8469387755102041,0.19812742692803673,0.42857142857142855,1.0,0.9285714285714286,14,0,7,0.0,0.5,1.7783283537314114,0.6017349219954694,0.4022800694535148,2.553965224766753,0.27887751374765035,False,0.7142857142857143,0.880952380952381,0.9285714285714286,no_tier_diff|bimodal,2
concept,modular_subsequence_concept_learning,0.11785714285714285,0.09828374167455682,0.0,0.24,0.12000000000000001,14,5,0,0.35714285714285715,0.0,1.5774062828523454,0.4538708601851246,0.08614784336460429,0.2594961240310134,0.8783166843835256,False,0.11750000000000001,0.10333333333333333,0.13999999999999999,no_discrimination|no_tier_diff,2
concept,dual_recurrence_concept_learning,0.19571428571428576,0.1626878819665912,0.0,0.4,0.21000000000000002,14,5,0,0.35714285714285715,0.0,1.8352377453121176,0.43322587814485314,-0.39429980713798884,1.2971828211189853,0.5227816430747118,False,0.23,0.1366666666666667,0.25,no_discrimination|no_tier_diff,2
concept,layered_transform_concept_learning,0.20758928571428573,0.3976505959914394,0.0,1.0,0.0,14,11,1,0.7857142857142857,0.07142857142857142,0.74959525725948,0.7770836938875689,0.8343893095033458,3.4021276595744596,0.18248928321612426,False,0.0,0.15729166666666666,0.490625,no_tier_diff|bimodal,2
concept,digit_cipher_concept_learning,0.21142857142857144,0.3504865422901864,0.0,1.0,0.0,14,9,2,0.6428571428571429,0.14285714285714285,1.483831706844689,0.7119197736241251,0.645644889019595,5.668793793793796,0.05875394984010256,False,0.0,0.09333333333333334,0.6,no_tier_diff|bimodal,2
concept,vowel_rotation_concept_learning,0.21275510204081632,0.3505428793847912,0.0,1.0,0.0,14,10,1,0.7142857142857143,0.07142857142857142,1.2916919971380596,0.6806214131087917,0.9481725277338786,2.708333333333333,0.25816234012045264,False,0.0,0.20476190476190478,0.4375,no_tier_diff|bimodal,2
concept,consonant_clusters_concept_learning,0.21938775510204087,0.2758260661036059,0.0,0.9571428571428572,0.11071428571428572,14,6,0,0.42857142857142855,0.0,2.270942421748537,0.5701523010039372,0.8662631391509867,2.874702380952377,0.23755616708543667,False,0.03035714285714286,0.2488095238095238,0.3642857142857143,no_tier_diff|bimodal,2
concept,grid_transform_concept_learning,0.24285714285714285,0.4083315979416129,0.0,1.0,0.0,14,10,3,0.7142857142857143,0.21428571428571427,1.0949143184120975,0.7181012969683698,0.735514500370313,2.5549242424242427,0.27874382157352046,False,0.0,0.39999999999999997,0.25,no_tier_diff|bimodal,2
concept,interleave_reverse_concept_learning,0.2857142857142857,0.45175395145262565,0.0,1.0,0.0,14,10,4,0.7142857142857143,0.2857142857142857,0.863120568566631,0.6932006633499175,0.9199454931695983,2.3833333333333364,0.3037146509214851,False,0.0,0.3333333333333333,0.5,no_tier_diff|bimodal,2
concept,positional_encode_concept_learning,0.31714285714285717,0.26437064272474337,0.0,0.96,0.235,14,1,0,0.07142857142857142,0.0,2.406666316740689,0.5747146857563674,0.6708927024095767,1.1615740740740756,0.5594578791766203,False,0.24000000000000002,0.26166666666666666,0.47750000000000004,no_tier_diff|bimodal,2
concept,semantic_override_concept_learning,0.5758928571428571,0.30747619992514563,0.0,0.95,0.75,14,2,0,0.14285714285714285,0.0,2.4677201004744993,0.5123174427470423,0.022000608336220584,2.359068627450985,0.3074218674161213,False,0.5812499999999999,0.7062499999999999,0.375,no_discrimination|no_tier_diff,2
language,skolvren_polysynthetic_lang_learning,0.06875,0.15168326374389496,0.0,0.48750000000000004,0.0,14,11,0,0.7857142857142857,0.0,1.0892300788425848,0.8169292117764309,0.42589256297558586,2.8397163120567415,0.2417483050049148,False,0.0,0.0625,0.146875,no_tier_diff|bimodal,2
language,threlkav_scope_ergativity_lang_learning,0.9259740259740258,0.09802399188630488,0.7272727272727273,1.0,1.0,14,0,8,0.0,0.5714285714285714,1.287054028118727,0.5895533312093904,0.8053393116464741,10.306306306306313,0.005781147115191144,True,0.7818181818181817,0.9727272727272727,1.0,bimodal|too_easy,2
observational,hidden_group_operation_obs_learning,0.125,0.26305214040457564,0.0,1.0,0.0,14,10,1,0.7142857142857143,0.07142857142857142,1.0949143184120975,0.7922730106188447,0.66786056253536,2.5833333333333384,0.27481238055948903,False,0.0,0.08333333333333333,0.3125,no_tier_diff|bimodal,2
observational,hidden_graph_centrality_obs_learning,0.14285714285714285,0.34992710611188266,0.0,1.0,0.0,14,12,2,0.8571428571428571,0.14285714285714285,0.5916727785823275,0.8600252206809573,0.6214456707458909,0.9930555555555568,0.6086403294492448,False,0.0,0.16666666666666666,0.25,no_tier_diff|bimodal,2
observational,chemical_reaction_order_obs_learning,0.16071428571428573,0.27721740529035754,0.0,1.0,0.0,14,9,1,0.6428571428571429,0.07142857142857142,1.4299111709758698,0.7036815844029796,0.5382572126062701,1.8655589123867025,0.3934585882447073,False,0.1875,0.041666666666666664,0.3125,no_tier_diff|bimodal,2
observational,feistel_cipher_round_obs_learning,0.16071428571428573,0.32192422102357043,0.0,1.0,0.0,14,11,1,0.7857142857142857,0.07142857142857142,1.0892300788425848,0.7589232781794794,0.8395369239761725,1.401418439716321,0.49623324049258855,False,0.0,0.20833333333333334,0.25,no_tier_diff|bimodal,2
observational,hidden_state_machine_obs_learning,0.21428571428571427,0.26486423168198797,0.0,1.0,0.25,14,6,1,0.42857142857142855,0.07142857142857142,1.5916727785823275,0.5993524481952909,0.6619872111618774,1.7966450216450263,0.4072522483021055,False,0.125,0.25,0.25,no_tier_diff|bimodal,2
observational,lattice_meet_join_obs_learning,0.21428571428571427,0.3253726278265821,0.0,1.0,0.0,14,9,1,0.6428571428571429,0.07142857142857142,1.6266888497018317,0.6329593290470467,0.9214364567599889,3.0164670658682646,0.22130055302739954,False,0.0,0.20833333333333334,0.4375,no_tier_diff|bimodal,2
observational,pipeline_hazard_stall_counting_obs_learning,0.21428571428571427,0.351744921492718,0.0,1.0,0.0,14,9,2,0.6428571428571429,0.14285714285714285,1.483831706844689,0.7097682556351005,0.867272921308855,3.0255255255255267,0.22030049840972388,False,0.0,0.16666666666666666,0.5,no_tier_diff|bimodal,2
observational,shapley_values_cooperative_game_obs_learning,0.21428571428571427,0.41032590332414504,0.0,1.0,0.0,14,11,3,0.7857142857142857,0.21428571428571427,0.74959525725948,0.7775551102204402,0.8738123423927328,2.888888888888893,0.23587708298569954,False,0.0,0.16666666666666666,0.5,no_tier_diff|bimodal,2
observational,hidden_priority_order_obs_learning,0.23214285714285715,0.3834091170282837,0.0,1.0,0.0,14,10,2,0.7142857142857143,0.14285714285714285,1.2916919971380594,0.6918759986343561,0.10560401409657563,0.08434256055363643,0.9587055591553818,False,0.25,0.25,0.1875,no_tier_diff|bimodal,2
observational,sigil_naming_obs_learning,0.25,0.32732683535398854,0.0,1.0,0.25,14,6,2,0.42857142857142855,0.14285714285714285,1.4488156357251847,0.6769230769230768,0.7165246158111283,2.3697916666666665,0.305778029717913,False,0.125,0.125,0.5625,no_tier_diff|bimodal,2
observational,two_counter_machine_obs_learning,0.3095238095238095,0.3264597428762402,0.0,1.0,0.16666666666666666,14,4,1,0.2857142857142857,0.07142857142857142,2.263809173883546,0.5583228874948915,0.341236760206727,0.5582743710691865,0.7564361240026498,False,0.16666666666666666,0.4444444444444444,0.24999999999999997,no_tier_diff|bimodal,2
observational,titration_curve_diprotic_obs_learning,0.3285714285714287,0.19430672155336345,0.2,0.8,0.2,14,0,0,0.0,0.0,1.4838317068446891,0.6307089991928998,0.8719623619053751,4.814814814814817,0.09004845114906657,False,0.2,0.3,0.5,no_tier_diff|bimodal,2
observational,hidden_matrix_fill_obs_learning,0.3392857142857143,0.45910571900651576,0.0,1.0,0.0,14,9,4,0.6428571428571429,0.2857142857142857,1.1981174211304033,0.6136389053626614,0.7303167779783617,0.7083333333333414,0.7017579979418873,False,0.25,0.2916666666666667,0.5,no_tier_diff|bimodal,2
observational,ring_operations_hidden_carry_obs_learning,0.3392857142857143,0.4392276384374587,0.0,1.0,0.0,14,8,4,0.5714285714285714,0.2857142857142857,1.5216406363433181,0.6007115914922888,0.846613843190366,4.292820867959377,0.11690303669514662,False,0.0,0.375,0.625,no_tier_diff|bimodal,2
observational,voronoi_custom_metric_obs_learning,0.34523809523809523,0.23114866474937618,0.0,0.8333333333333334,0.3333333333333333,14,2,0,0.14285714285714285,0.0,2.4137995646056805,0.33509523684321546,-0.05906114371508861,1.6995412844036673,0.4275129741393624,False,0.3333333333333333,0.27777777777777773,0.4583333333333333,no_discrimination|no_tier_diff,2
observational,codon_table_translation_obs_learning,0.35714285714285715,0.47915742374995485,0.0,1.0,0.0,14,9,5,0.6428571428571429,0.35714285714285715,0.9402859586706311,0.6171533685904805,0.7603615081131283,0.5296296296296303,0.7673480383076979,False,0.25,0.3333333333333333,0.5,no_tier_diff|bimodal,2
observational,hidden_modal_logic_kripke2_obs_learning,0.4017857142857143,0.20143775308354422,0.0,0.625,0.5,14,2,0,0.14285714285714285,0.0,2.2098886380147267,0.49929549454121586,-0.1269685477822506,0.9023559190031201,0.6368774936912295,False,0.40625,0.375,0.4375,no_discrimination|no_tier_diff,2
observational,deceptive_stack_machine_obs_learning,0.42857142857142855,0.49487165930539345,0.0,1.0,0.0,14,8,6,0.5714285714285714,0.42857142857142855,0.9852281360342515,0.5629921259842519,0.7307010262463722,0.6770833333333333,0.7128090783918549,False,0.25,0.5,0.5,no_tier_diff|bimodal,2
observational,regex_intersection_membership_obs_learning,0.7857142857142857,0.2966651379613598,0.0,1.0,0.875,14,1,7,0.07142857142857142,0.5,1.5744174271404585,0.6537503594285898,0.3534170378555544,1.6292875989445872,0.44279702380745223,False,0.5625,0.8333333333333334,0.9375,no_tier_diff|bimodal,2
rl,euler_totient_rf_learning,0.0,0.0,0.0,0.0,0.0,14,14,0,1.0,0.0,-0.0,,,,,False,0.0,0.0,0.0,all_zero|near_uniform,2
rl,hanoi_three_rf_learning,0.08581428571428572,0.21977778991239202,0.0,0.8554,0.0,14,9,0,0.6428571428571429,0.0,0.7345299214394703,0.8813811794503069,0.25686409205827454,1.196517412935331,0.549768110756321,False,0.05,0.16156666666666666,0.008,no_tier_diff|bimodal,2
rl,hot_cold_rf_learning,0.10122857142857145,0.21453516338011033,0.0,0.8172,0.0,14,10,0,0.7142857142857143,0.0,1.0949143184120975,0.7966463436887872,0.24064371556532968,2.8731060606060654,0.23774585064575338,False,0.05,0.20286666666666667,0.0,no_tier_diff|bimodal,2
rl,parity_groups_rf_learning,0.1309357142857143,0.018749765984934205,0.1,0.1667,0.1333,14,0,0,0.0,0.0,-0.0,0.31171232885656563,0.27777624498570375,2.7423724954462587,0.2538057044675058,False,0.12082499999999999,0.14164999999999997,0.124975,near_uniform|low_entropy,2
rl,interval_contains_rf_learning,0.13374285714285714,0.2425226844008197,0.0,0.9489,0.0,14,8,0,0.5714285714285714,0.0,1.2638091738835462,0.7863034979883857,0.11291160570907252,3.71664358264082,0.15593410086711923,False,0.132525,0.22371666666666667,0.0,no_tier_diff|bimodal,2
rl,letter_overlap_word_rf_learning,0.14205714285714285,0.34797395164064826,0.0,1.0,0.0,14,12,1,0.8571428571428571,0.07142857142857142,0.5916727785823275,0.8599970617526064,0.2312030432175896,0.9134615384615412,0.6333508346429395,False,0.2472,0.16666666666666666,0.0,no_tier_diff|bimodal,2
rl,hanoi_two_rf_learning,0.1516357142857143,0.3438638260523298,0.0,0.9932,0.0,14,10,0,0.7142857142857143,0.0,0.9463729359854419,0.8473833293545181,0.23411381641599352,2.519683908045977,0.28369886042033876,False,0.2466,0.18941666666666665,0.0,no_tier_diff|bimodal,2
rl,mastermind_aggregate_rf_learning,0.21750000000000005,0.20052386747859074,0.08,0.925,0.18,14,0,0,0.0,0.0,1.7273966735744792,0.8756341133810144,0.10499850183650808,3.206295843520777,0.20126196284130668,False,0.14,0.2941666666666667,0.18,no_tier_diff|bimodal,2
rl,perm_fixed_points_rf_learning,0.23704285714285714,0.348129129807329,0.0,1.0,0.12,14,5,1,0.35714285714285715,0.07142857142857142,1.7273966735744792,0.7334999388919042,0.5769249123436777,2.0779116465863496,0.35382394385838634,False,0.04,0.2266666666666667,0.44965,no_tier_diff|bimodal,2
rl,bitstring_hamming_rf_learning,0.23815000000000003,0.26303760119583125,0.0,0.9489,0.15715,14,1,0,0.07142857142857142,0.0,1.2916919971380596,0.7922269169545378,0.5464568648772663,3.6768043154761956,0.1590713941486822,False,0.09642500000000001,0.24991666666666668,0.36222499999999996,no_tier_diff|bimodal,2
rl,gray_hamming_rf_learning,0.24169285714285713,0.28533560056358126,0.0,0.9489,0.14165,14,1,0,0.07142857142857142,0.0,0.9463729359854419,0.8236360239808086,0.4223256946001668,0.1883522727272725,0.9101224424646308,False,0.133325,0.14443333333333333,0.49595,no_tier_diff|bimodal,2
rl,wordle_micro_rf_learning,0.2550071428571429,0.30361226086734305,0.0,1.0,0.1667,14,1,1,0.07142857142857142,0.07142857142857142,1.8423709931771084,0.8000122051550267,0.6636196111696958,5.616359447004606,0.060314681927423584,False,0.08335000000000001,0.16111666666666666,0.5675,no_tier_diff|bimodal,2
rl,collatz_length_rf_learning,0.2804428571428571,0.3833613135603198,0.0124,0.9284,0.0452,14,0,0,0.0,0.0,1.4299111709758698,0.6860860591565228,0.44657521245751397,2.7262298091042583,0.2558625469815677,False,0.2232,0.18965,0.473875,no_tier_diff|bimodal,2
rl,perm_footrule_rf_learning,0.36225,0.45710265141275586,0.0,1.0,0.0667,14,6,2,0.42857142857142855,0.14285714285714285,0.9402859586706311,0.6111537242418672,0.5011334191959966,2.1221819645732642,0.3460780392861152,False,0.266675,0.1799666666666667,0.7312500000000001,no_tier_diff|bimodal,2
rl,battleship_1d_rf_learning,0.5908499999999999,0.44345763165315866,0.0,1.0,0.86765,14,5,1,0.35714285714285715,0.07142857142857142,1.5744174271404585,0.5946696624127806,0.4194798823732479,1.4140745007680466,0.49310297604895814,False,0.475175,0.45035000000000003,0.917275,no_tier_diff|bimodal,2
rl,shift_cipher_rf_learning,0.6184428571428572,0.36326263563567834,0.2,1.0,0.89585,14,0,1,0.0,0.07142857142857142,1.2958363892911637,0.5553717007386105,0.16404826914544496,0.727187499999998,0.6951735516406371,False,0.5666500000000001,0.5652666666666667,0.75,no_tier_diff|bimodal,2
rl,divisor_count_rf_learning,0.6594142857142857,0.27136177975205733,0.0,0.8,0.77445,14,2,0,0.14285714285714285,0.0,1.7273966735744792,0.8364897331091689,0.6953072291940605,1.233433734939759,0.5397134828931838,False,0.39744999999999997,0.7641999999999999,0.7642,no_tier_diff|bimodal,2
rl,base7_decode_rf_learning,0.6651785714285714,0.38475156024666735,0.1063,1.0,0.8625,14,0,6,0.0,0.42857142857142855,1.7783283537314114,0.5732279231739628,0.6538928312317701,0.1710526315789487,0.9180289840788026,False,0.5703,0.7052166666666667,0.7,no_tier_diff|bimodal,2
rl,product_hotcold_rf_learning,0.6717357142857143,0.3749286686579631,0.1455,1.0,0.8969,14,0,4,0.0,0.2857142857142857,1.5306189948485172,0.5919037776332836,0.3421949601736057,2.54937923250564,0.2795177125137149,False,0.3818,0.6805499999999999,0.94845,no_tier_diff|bimodal,2
rl,grid_octile_rf_learning,0.7048214285714286,0.4351024250163426,0.0,1.0,1.0,14,3,8,0.21428571428571427,0.5714285714285714,1.1981174211304033,0.6800577121775214,0.27206818421559376,2.7526112624886463,0.25250969593931194,False,0.696875,0.8466666666666667,0.5,no_tier_diff|bimodal,2
rl,graph_shortest_path_rf_learning,0.7382928571428572,0.26256425462374433,0.08,0.8935,0.8442,14,0,0,0.0,0.0,0.7345299214394703,0.8373138132635219,0.46621130624144064,3.441461595824018,0.17893533454937585,False,0.6310500000000001,0.8467833333333333,0.6828,no_tier_diff|bimodal,2
rl,sudoku_2x2_rf_learning,0.7638857142857143,0.3912538851603409,0.02,1.0,0.9754,14,0,6,0.0,0.42857142857142855,1.287054028118727,0.7553295865547608,0.5978674944965251,0.8679718875501983,0.6479213627497364,False,0.74445,0.64755,0.957825,no_tier_diff|bimodal,2
rl,fib_like_next_rf_learning,0.7698642857142858,0.3025349793403893,0.2,1.0,0.89845,14,0,1,0.0,0.07142857142857142,1.4926140680171258,0.7234540556980116,0.10258957850552725,0.2515740740740772,0.8818026180868347,False,0.90235,0.6927,0.753125,no_tier_diff|bimodal,2
rl,quadratic_root_rf_learning,0.8126714285714286,0.3280914886094414,0.1845,1.0,1.0,14,0,8,0.0,0.5714285714285714,1.0949143184120975,0.758069110591202,0.8140992238147271,3.182475158084916,0.2036733937729337,False,0.557225,0.8610833333333333,0.9955,no_tier_diff|bimodal,2
rl,coin_balance_rf_learning,0.8888714285714286,0.20512415205212195,0.2,1.0,0.9801500000000001,14,0,7,0.0,0.5,1.1981174211304033,0.7946464705170018,0.6280093624133174,4.665410385259625,0.0970328990391933,False,0.7603,0.9005000000000001,1.0,no_tier_diff|bimodal,2
associative,spurious_hue_true_edge_assoc_learning,0.26785714285714285,0.3199370154851592,0.0,1.0,0.125,14,7,1,0.5,0.07142857142857142,1.9211854965885542,0.5153968381241274,0.6611378090563479,0.5842851099830861,0.7466620879785535,False,0.1875,0.20833333333333334,0.4375,no_tier_diff,1
associative,inference_dyad_operators_assoc_learning,0.3482142857142857,0.28807617508753,0.125,1.0,0.25,14,0,2,0.0,0.14285714285714285,2.120952031026403,0.6803937250121159,0.851932336008241,6.281028368794328,0.0432605482833127,True,0.15625,0.2708333333333333,0.65625,bimodal,1
associative,overexpectation_assoc_learning,0.39285714285714285,0.26666400934050144,0.0,1.0,0.25,14,1,1,0.07142857142857142,0.07142857142857142,1.950212064914747,0.5088015512647253,0.5860978688196479,3.5427927927927914,0.17009530244445176,False,0.34375,0.2916666666666667,0.59375,no_tier_diff,1
associative,xor_attribute_binding_assoc_learning,0.5238095238095238,0.24281045302822787,0.16666666666666666,0.8333333333333334,0.6666666666666666,14,0,0,0.0,0.0,1.8423709931771084,0.48979432648036036,0.6000564323989023,1.9595588235294068,0.3753938971962171,False,0.4166666666666667,0.5277777777777778,0.625,no_tier_diff,1
associative,inhibitory_summation_assoc_learning,0.5803571428571429,0.18056918228711324,0.25,1.0,0.625,14,0,1,0.0,0.07142857142857142,2.35274578087187,0.27548634478410666,0.684975914528285,1.188131313131319,0.55207815556129,False,0.5,0.5625,0.6875,no_tier_diff,1
associative,latent_cross_binding_assoc_learning,0.619047619047619,0.2220804536449718,0.3333333333333333,1.0,0.5,14,0,3,0.0,0.21428571428571427,1.8773870642966133,0.48314109174104225,0.41375360874100686,0.3387064071370673,0.8442106724989071,False,0.5416666666666666,0.611111111111111,0.7083333333333333,no_tier_diff,1
associative,latent_inhibition_assoc_learning,0.6339285714285714,0.14534661246517594,0.375,1.0,0.625,14,0,1,0.0,0.07142857142857142,2.0202442071537563,0.31237000636781975,0.7120036448288496,2.672835760517794,0.2627853130736542,False,0.59375,0.5833333333333334,0.75,no_tier_diff,1
associative,learned_irrelevance_assoc_learning,0.8303571428571429,0.16096211051178524,0.5,1.0,0.875,14,0,4,0.0,0.2857142857142857,1.924174352300441,0.49301692764767957,0.6212116738654924,4.313988095238091,0.11567230440714639,False,0.71875,0.8333333333333334,0.9375,no_tier_diff,1
associative,occasion_setting_assoc_learning,0.8520408163265306,0.1414839247332862,0.5,1.0,0.8571428571428571,14,0,4,0.0,0.2857142857142857,2.0202442071537563,0.46862848752146985,0.2384693378592683,2.0337347094801284,0.36172632739534205,False,0.7678571428571428,0.8571428571428572,0.9285714285714286,no_tier_diff,1
associative,latent_set_variant_assoc_learning,0.8928571428571429,0.07985957062499247,0.8333333333333334,1.0,0.8333333333333334,14,0,5,0.0,0.35714285714285715,0.9402859586706311,0.6171533685904803,0.5994331547729341,9.629629629629626,0.008108723554345856,True,0.8333333333333334,0.8611111111111112,1.0,bimodal,1
concept,violation_counter_concept_learning,0.1682142857142857,0.2099371261563221,0.0,0.7,0.0875,14,7,0,0.5,0.0,1.9211854965885544,0.5466310425785849,0.28997335688918946,1.8087311557788925,0.40479861684911034,False,0.15250000000000002,0.10166666666666668,0.28375,no_tier_diff,1
concept,triple_parity_concept_learning,0.3271428571428571,0.2047447390368439,0.0,0.76,0.275,14,1,0,0.07142857142857142,0.0,2.8073549220576037,0.38629406318811627,0.4391971732091731,5.858113069016152,0.05344744018060991,False,0.15500000000000003,0.4566666666666667,0.305,no_tier_diff,1
concept,disjunctive_noise_concept_learning,0.4092857142857143,0.19186916247850794,0.0,0.75,0.41750000000000004,14,1,0,0.07142857142857142,0.0,2.495602923729013,0.28324553123509527,0.622540751838486,2.4650626843657877,0.2915536208201495,False,0.31375000000000003,0.4025,0.515,no_tier_diff,1
