task_name,category,max_rank_change,mean_rank_change,models_affected,models_moved_2plus,spearman_with_baseline,top_mover,top_change
inference_dyad_operators_assoc_learning,associative,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Opus 4.6,1.0
overexpectation_assoc_learning,associative,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Haiku 4.5,1.0
occasion_setting_assoc_learning,associative,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Opus 4.6,1.0
retrospective_revaluation_assoc_learning,associative,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Opus 4.6,1.0
deep_second_order_extinction_assoc_learning,associative,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Opus 4.6,1.0
temporal_pairing_tnr_assoc_learning,associative,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Opus 4.6,1.0
blocking_effect_assoc_learning,associative,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Haiku 4.5,1.0
latent_inhibition_assoc_learning,associative,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Opus 4.6,1.0
contextual_flip_assoc_learning,associative,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Opus 4.6,1.0
learned_irrelevance_assoc_learning,associative,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Haiku 4.5,1.0
latent_set_variant_assoc_learning,associative,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Opus 4.6,1.0
latent_set_binding_assoc_learning,associative,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Haiku 4.5,1.0
consonant_clusters_concept_learning,concept,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Haiku 4.5,1.0
nested_logic_concept_learning,concept,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Haiku 4.5,1.0
semantic_override_concept_learning,concept,1.0,0.42857142857142855,6,0,0.9868131868131869,Claude Haiku 4.5,1.0
product_hotcold_rf_learning,rl,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Opus 4.6,1.0
prentova_allomorphy_wugtest_lang_learning,language,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Opus 4.6,1.0
mastermind_aggregate_rf_learning,rl,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Sonnet 4.6,1.0
mixed_radix_number_lang_learning,language,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Haiku 4.5,1.0
positional_mapping_concept_learning,concept,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Opus 4.6,1.0
perm_footrule_rf_learning,rl,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Haiku 4.5,1.0
recurrence_second_order_rf_learning,rl,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Haiku 4.5,1.0
drelkovak_harmony_lang_learning,language,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Opus 4.6,1.0
crt_unique_rf_learning,rl,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Haiku 4.5,1.0
violation_counter_concept_learning,concept,1.0,0.42857142857142855,6,0,0.9868131868131869,Claude Haiku 4.5,1.0
relational_pairs_concept_learning,concept,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Haiku 4.5,1.0
state_machine_concept_learning,concept,1.0,0.2857142857142857,4,0,0.9912087912087912,Claude Haiku 4.5,1.0
shift_cipher_rf_learning,rl,1.0,0.14285714285714285,2,0,0.9956043956043955,Claude Haiku 4.5,1.0
euler_totient_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
wordle_micro_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
cubic_eval_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
mastermind_classic_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
digitwise_l1_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
linear_equation_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
digit_square_error_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
verbal_bandit_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
hangman_lite_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
linear_polynomial_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
lights_out_2x2_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
quadratic_root_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
minesweeper_1d_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
fib_like_next_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
nim_heap_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
parity_groups_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
manhattan_point_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
grid_seven_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
graph_shortest_path_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
gray_hamming_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
levenshtein_words_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
rule90_step_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
perm_fixed_points_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
spurious_hue_true_edge_assoc_learning,associative,0.0,0.0,0,0,1.0,,0.0
cyclic_distance_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
bitstring_hamming_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
norkvash_scalar_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
pelvan_agreement_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
kelstran_tone_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
grelkan_suppletion_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
kophar_quantity_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
drelvak_reduplication_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
dralven_tone_sandhi_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
drafnelt_switch_reference_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
dimval_metathesis_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
grid_transform_concept_learning,concept,0.0,0.0,0,0,1.0,,0.0
interleave_reverse_concept_learning,concept,0.0,0.0,0,0,1.0,,0.0
vowel_rotation_concept_learning,concept,0.0,0.0,0,0,1.0,,0.0
triple_parity_concept_learning,concept,0.0,0.0,0,0,1.0,,0.0
layered_transform_concept_learning,concept,0.0,0.0,0,0,1.0,,0.0
digit_cipher_concept_learning,concept,0.0,0.0,0,0,1.0,,0.0
xor_attribute_binding_assoc_learning,associative,0.0,0.0,0,0,1.0,,0.0
latent_cross_binding_assoc_learning,associative,0.0,0.0,0,0,1.0,,0.0
telvari_evidentiality_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
wukal_tones_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
vrelthan_rule_interaction_lang_learning,language,0.0,0.0,0,0,1.0,,0.0
hidden_attribute_rule_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
coin_balance_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
chebyshev_point_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
arithmetic_next_rf_learning,rl,0.0,0.0,0,0,1.0,,0.0
titration_curve_diprotic_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
vigenere_variant_cipher_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
ring_operations_hidden_carry_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
shapley_values_cooperative_game_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
pipeline_hazard_stall_counting_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
deceptive_stack_machine_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
hidden_token_filter_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
lattice_meet_join_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
singleton_gate_local_max_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
hidden_graph_centrality_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
feistel_cipher_round_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
codon_table_translation_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
auction_mechanism_second_price_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
hidden_matrix_fill_obs_learning,observational,0.0,0.0,0,0,1.0,,0.0
